1.453040606300568342e+09,5.001733740169224518e+01
1.453040606593331575e+09,5.001855669901103596e+01
1.453040606856174469e+09,5.001924039439604996e+01
1.453040607109150648e+09,5.001824375076103735e+01
1.453040607493918657e+09,5.001721151844677138e+01
1.453040607798839569e+09,5.001792981315941944e+01
1.453040608014441490e+09,5.001806820710279311e+01
1.453040608358607531e+09,5.001698208161676007e+01
1.453040608575033426e+09,5.001655961488180679e+01
1.453040609081216574e+09,5.001809888104017432e+01
1.453040609371561289e+09,5.001847289848711853e+01
1.453040609584574461e+09,5.001740586076904549e+01
1.453040610037794590e+09,5.001711482426424027e+01
1.453040610328753471e+09,5.001617379698392796e+01
1.453040610586640358e+09,5.001522997392945769e+01
1.453040610849651337e+09,5.001569094827767259e+01
1.453040611164920568e+09,5.001528415061549993e+01
1.453040611357575417e+09,5.001559829528848411e+01
1.453040611659031391e+09,5.001562974376770399e+01
1.453040611876293659e+09,5.001607476130634922e+01
1.453040612334798336e+09,5.001583209778574002e+01
1.453040612641636372e+09,5.001574554639970671e+01
1.453040612822520494e+09,5.001508009787463038e+01
1.453040613077647686e+09,5.001477160938018329e+01
1.453040613373940468e+09,5.001443551540403121e+01
1.453040613591597557e+09,5.001451634018557257e+01
1.453040614061067343e+09,5.001432448284641907e+01
1.453040614326531410e+09,5.001400153802481441e+01
1.453040614592615604e+09,5.001342460031845150e+01
1.453040614896614552e+09,5.001323100422579415e+01
1.453040615080904484e+09,5.001241679005460838e+01
1.453040615345555544e+09,5.001170697696927192e+01
1.453040615608574390e+09,5.001135693775699309e+01
1.453040615912436485e+09,5.001170733933716406e+01
1.453040616133140564e+09,5.001169803627917787e+01
1.453040616473627329e+09,5.001037130832327193e+01
1.453040616690819502e+09,5.001051283511623069e+01
1.453040617167522430e+09,5.001130743529536460e+01
1.453040617423299551e+09,5.001081603702483847e+01
1.453040617714866638e+09,5.001004180774214092e+01
1.453040617981038332e+09,5.000912478677443573e+01
1.453040618270233393e+09,5.000936952213152864e+01
1.453040618489227295e+09,5.000860152791661051e+01
1.453040618954743385e+09,5.000883359209993984e+01
1.453040619510413647e+09,5.000925478809192981e+01
1.453040619722403288e+09,5.000981386213726410e+01
1.453040620174836636e+09,5.001027097396410426e+01
1.453040620473434448e+09,5.001007640916802899e+01
1.453040620692216396e+09,5.001039541365236119e+01
1.453040621157955647e+09,5.000856095600554596e+01
1.453040621417746544e+09,5.000820379967716889e+01
1.453040621709731579e+09,5.000938926640044002e+01
1.453040621924322605e+09,5.000909556169281700e+01
1.453040622385989428e+09,5.000760627502426559e+01
1.453040622637927294e+09,5.000811501643329393e+01
1.453040622981480598e+09,5.000838805399335030e+01
1.453040623242581367e+09,5.000756993566323416e+01
1.453040623535293579e+09,5.000761899478688832e+01
1.453040623750468493e+09,5.000791260582532516e+01
1.453040624213538647e+09,5.000758258840464521e+01
1.453040624505343676e+09,5.000670813378834367e+01
1.453040624723366499e+09,5.000652382338132185e+01
1.453040625190441608e+09,5.000550928112852489e+01
1.453040625443957567e+09,5.000472548714716226e+01
1.453040625737530470e+09,5.000441722196293171e+01
1.453040625956050396e+09,5.000411992955368135e+01
1.453040626430670500e+09,5.000515424387130281e+01
1.453040626685560465e+09,5.000488748467898148e+01
1.453040626980324507e+09,5.000291967923229208e+01
1.453040627258618593e+09,5.000234671995202262e+01
1.453040627513541698e+09,5.000302038707241792e+01
1.453040627802755594e+09,5.000338289358938226e+01
1.453040628015175581e+09,5.000276000170986634e+01
1.453040628475877285e+09,5.000203198543023575e+01
1.453040628770206451e+09,5.000050185941910286e+01
1.453040628985285521e+09,4.999991308866316331e+01
1.453040629446867704e+09,5.000061089782251855e+01
1.453040629698990583e+09,5.000016450936303869e+01
1.453040630077202320e+09,5.000087675398634701e+01
1.453040630413253546e+09,5.000026013154570137e+01
1.453040630629270554e+09,4.999992755324382898e+01
1.453040631086812258e+09,4.999860282141661116e+01
1.453040631338186741e+09,4.999815108601300295e+01
1.453040631716564655e+09,4.999881243156116284e+01
1.453040632006599665e+09,4.999943115714954445e+01
1.453040632221427441e+09,4.999868575613174926e+01
1.453040632683096409e+09,4.999718941353472701e+01
1.453040632973182440e+09,4.999667907284844404e+01
1.453040633189683676e+09,4.999649647439731837e+01
