1.453038982618288755e+09,5.001576132211424408e+01
1.453038983186626673e+09,5.001598214351886185e+01
1.453038983639750719e+09,5.001489947644758871e+01
1.453038983959327698e+09,5.001421692534171370e+01
1.453038984184835672e+09,5.001486386917629545e+01
1.453038984582901716e+09,5.001381322930102868e+01
1.453038984965703487e+09,5.001276843720526699e+01
1.453038985366294622e+09,5.001218604163029369e+01
1.453038985740027666e+09,5.001372120699895873e+01
1.453038986073083639e+09,5.001277838466189962e+01
1.453038986302033424e+09,5.001238187813937230e+01
1.453038986902965546e+09,5.001344642632106030e+01
1.453038987198955536e+09,5.001298464950815514e+01
1.453038987485994577e+09,5.001338152567311823e+01
1.453038987739339590e+09,5.001363077414414704e+01
1.453038988170847654e+09,5.001368517120248924e+01
1.453038988608011723e+09,5.001453647311233652e+01
1.453038989034958363e+09,5.001526453579899112e+01
1.453038989681279659e+09,5.001378914964330846e+01
1.453038989949117422e+09,5.001383607757385619e+01
1.453038990320180655e+09,5.001526038265468088e+01
1.453038990725030661e+09,5.001593209385233507e+01
1.453038991210310698e+09,5.001518558051895269e+01
1.453038991588372707e+09,5.001459357089274249e+01
1.453038991926897526e+09,5.037166522982229822e+01
1.453038992495126724e+09,5.037287184308509325e+01
1.453038992792960644e+09,5.001627885842778909e+01
1.453038993214199781e+09,5.001723863880077658e+01
1.453038993636399746e+09,5.001732697317554255e+01
1.453038994098011494e+09,5.001831348426998858e+01
1.453038994501003981e+09,5.001687634559482376e+01
1.453038994923405886e+09,5.001634437018083190e+01
1.453038995565052748e+09,5.001729824995359763e+01
1.453038995770296812e+09,5.001730739410829329e+01
1.453038996206727743e+09,5.001947687650348229e+01
1.453038996517121792e+09,5.002005953553780415e+01
1.453038996834344625e+09,5.001910663692648740e+01
1.453038997058939695e+09,5.001800046351759477e+01
1.453038997644964695e+09,5.001738258042608720e+01
1.453038997963742733e+09,5.001711885288865744e+01
1.453038998278455734e+09,5.001777399697022730e+01
1.453038998576552868e+09,5.001897618688248315e+01
1.453038998868678808e+09,5.001956281869750853e+01
1.453038999132860899e+09,5.001938214627559631e+01
1.453038999607122898e+09,5.001876262248192972e+01
1.453038999987378359e+09,5.001853342924954404e+01
1.453039000437965393e+09,5.001831433268483806e+01
1.453039000741757631e+09,5.001824975020484487e+01
1.453039001166482687e+09,5.010915402059334411e+01
1.453039001433309555e+09,5.012430930383842309e+01
1.453039001970035553e+09,5.001729938278666054e+01
1.453039002506280661e+09,5.001565395515736867e+01
1.453039003220694780e+09,5.001681250384858402e+01
1.453039003871479750e+09,5.001688999723968010e+01
1.453039004061938524e+09,5.001621991081596263e+01
1.453039004500972748e+09,5.001548426399321556e+01
1.453039004852672577e+09,5.001543155698588805e+01
1.453039005255553246e+09,5.001729062696833950e+01
1.453039005878206730e+09,5.001692246606578607e+01
1.453039006129319668e+09,5.001656471091542500e+01
1.453039758398089647e+09,4.999893594837515565e+01
1.453039758858515501e+09,4.999807277165608355e+01
1.453039759234042406e+09,4.999890333163623524e+01
1.453039759685999393e+09,4.999722621680749057e+01
1.453039760011845589e+09,4.999714154534014909e+01
1.453039760229359627e+09,4.999809086050686346e+01
1.453039760656350613e+09,4.999723751203887190e+01
1.453039761239954472e+09,4.999599910505150291e+01
1.453039761582788706e+09,4.999636466740824403e+01
1.453039761896137714e+09,4.999589447150536614e+01
1.453039762208591700e+09,4.999538471974175025e+01
1.453039762563054562e+09,4.999555799956580415e+01
1.453039762905033350e+09,4.999444187132188944e+01
1.453039763268468618e+09,4.999349694660671162e+01
1.453039763645964622e+09,4.999502016317310193e+01
1.453040590159586430e+09,5.000757037376636305e+01
1.453040590517190695e+09,5.000759706566458362e+01
1.453040590792156696e+09,5.000758170529387314e+01
1.453040591069375515e+09,5.000811363923747166e+01
1.453040591328085423e+09,5.000829853199407182e+01
1.453040591617297411e+09,5.000905678458941139e+01
1.453040591878778458e+09,5.000881562676679692e+01
1.453040592182458639e+09,5.000833600864086748e+01
1.453040592366356373e+09,5.000785953525562633e+01
1.453040592628327608e+09,5.000676225735214331e+01
1.453040592891480446e+09,5.000658102523668447e+01
1.453040593195653677e+09,5.000699890215494037e+01
1.453040593421653509e+09,5.000703677627156907e+01
1.453040593770672321e+09,5.000721809170414645e+01
1.453040593993281603e+09,5.000750751715095532e+01
1.453040594388766527e+09,5.000754903009926267e+01
1.453040594733595371e+09,5.000857388582315366e+01
1.453040594956800699e+09,5.001029768812817622e+01
1.453040595351832628e+09,5.001207501870528205e+01
1.453040595700998545e+09,5.001251653901007188e+01
1.453040595964461565e+09,5.001174794753193709e+01
1.453040596271069527e+09,5.001129722124160537e+01
1.453040596495256424e+09,5.001263576634320884e+01
1.453040596838794470e+09,5.001421244713396419e+01
1.453040597061087608e+09,5.001401354459810733e+01
1.453040597525232315e+09,5.001232333455775603e+01
1.453040597784689665e+09,5.001236041557368850e+01
1.453040598085287571e+09,5.001243695343703877e+01
1.453040598265724421e+09,5.001226002759472777e+01
1.453040598517328501e+09,5.001292756800670247e+01
1.453040598812928438e+09,5.001450943867344989e+01
1.453040599036616325e+09,5.001663712978634635e+01
1.453040599500222445e+09,5.001639774155893292e+01
1.453040599801693678e+09,5.001743010640299758e+01
1.453040600015676498e+09,5.001857936049592723e+01
1.453040600469286442e+09,5.001702523418197188e+01
1.453040600763250589e+09,5.001540579797141106e+01
1.453040600984021425e+09,5.001467682849239793e+01
1.453040601445662498e+09,5.001513008849600794e+01
1.453040601704869509e+09,5.001472783741831307e+01
1.453040602007078648e+09,5.001428357625501775e+01
1.453040602232232332e+09,5.001400821502799232e+01
1.453040602585194349e+09,5.001490534900113261e+01
1.453040602806965590e+09,5.001602337187006952e+01
1.453040603199300528e+09,5.001636737928480869e+01
1.453040603512410641e+09,5.001644206673160653e+01
1.453040603694646597e+09,5.001648405839845424e+01
1.453040603956947327e+09,5.001645643677389330e+01
1.453040604244008541e+09,5.001588177515164091e+01
1.453040604502261639e+09,5.001605715208849290e+01
1.453040604803616285e+09,5.001648610607856682e+01
1.453040605024024248e+09,5.001722425066335376e+01
1.453040605367981672e+09,5.001620256455874625e+01
1.453040605584385633e+09,5.001627343157501571e+01
1.453040606046392679e+09,5.001630286905395195e+01
